Dates,AAPL,AMZN
2008-06-19,6.461,4.213
2008-06-20,6.26,4.055
2008-06-23,6.184,4.034
2008-06-24,6.188,3.982
2008-06-25,6.335,4.026
2008-06-26,6.009,3.815
2008-06-27,6.075,3.733
2008-06-30,5.98,3.667
2008-07-01,6.239,3.681
2008-07-02,6.006,3.572
2008-07-03,6.076,3.6
2008-07-07,6.256,3.625
2008-07-08,6.413,3.752
2008-07-09,6.223,3.531
2008-07-10,6.308,3.532
2008-07-11,6.164,3.427
2008-07-14,6.21,3.314
2008-07-15,6.059,3.352
2008-07-16,6.172,3.592
2008-07-17,6.136,3.606
2008-07-18,5.898,3.456
2008-07-21,5.939,3.424
2008-07-22,5.786,3.399
2008-07-23,5.938,3.527
2008-07-24,5.68,3.936
2008-07-25,5.79,3.916
2008-07-28,5.514,3.799
2008-07-29,5.61,3.911
2008-07-30,5.71,3.911
2008-07-31,5.677,3.817
2008-08-01,5.595,3.788
2008-08-04,5.472,3.786
2008-08-05,5.737,3.956
2008-08-06,5.864,3.905
2008-08-07,5.842,3.848
2008-08-08,6.055,4.026
2008-08-11,6.199,4.405
2008-08-12,6.312,4.363
2008-08-13,6.404,4.335
2008-08-14,6.404,4.402
2008-08-15,6.276,4.32
2008-08-18,6.264,4.156
2008-08-19,6.198,4.065
2008-08-20,6.28,4.107
2008-08-21,6.225,4.163
2008-08-22,6.314,4.263
2008-08-25,6.163,4.143
2008-08-26,6.201,4.088
2008-08-27,6.238,4.087
2008-08-28,6.205,4.171
2008-08-29,6.055,4.04
2008-09-02,5.935,4.071
2008-09-03,5.963,4.039
2008-09-04,5.758,3.902
2008-09-05,5.721,3.96
2008-09-08,5.64,4.058
2008-09-09,5.417,3.952
2008-09-10,5.415,3.837
2008-09-11,5.452,3.976
2008-09-12,5.319,3.915
2008-09-15,5.013,3.867
2008-09-16,4.996,3.937
2008-09-17,4.565,3.577
2008-09-18,4.789,3.825
2008-09-19,5.033,4.05
2008-09-22,4.68,3.747
2008-09-23,4.53,3.588
2008-09-24,4.597,3.498
2008-09-25,4.712,3.604
2008-09-26,4.58,3.535
2008-09-29,3.759,3.168
2008-09-30,4.059,3.638
2008-10-01,3.897,3.479
2008-10-02,3.575,3.368
2008-10-03,3.467,3.35
2008-10-06,3.505,3.262
2008-10-07,3.184,2.926
2008-10-08,3.207,3.051
2008-10-09,3.169,2.8
2008-10-10,3.457,2.813
2008-10-13,3.938,3.101
2008-10-14,3.717,2.793
2008-10-15,3.498,2.436
2008-10-16,3.639,2.515
2008-10-17,3.479,2.532
2008-10-20,3.516,2.649
2008-10-21,3.267,2.512
2008-10-22,3.46,2.5
2008-10-23,3.508,2.516
2008-10-24,3.442,2.448
2008-10-27,3.289,2.479
2008-10-28,3.568,2.802
2008-10-29,3.734,2.845
2008-10-30,3.966,2.836
2008-10-31,3.843,2.862
2008-11-03,3.82,2.789
2008-11-04,3.964,2.923
2008-11-05,3.689,2.599
2008-11-06,3.539,2.361
2008-11-07,3.509,2.461
2008-11-10,3.424,2.423
2008-11-11,3.385,2.315
2008-11-12,3.219,2.078
2008-11-13,3.444,2.247
2008-11-14,3.223,2.088
2008-11-17,3.148,1.985
2008-11-18,3.211,1.922
2008-11-19,3.082,1.792
2008-11-20,2.875,1.752
2008-11-21,2.949,1.894
2008-11-24,3.32,2.125
2008-11-25,3.243,2.109
2008-11-26,3.393,2.198
2008-11-28,3.31,2.135
2008-12-01,3.176,2.023
2008-12-02,3.302,2.06
2008-12-03,3.425,2.261
2008-12-04,3.265,2.366
2008-12-05,3.357,2.413
2008-12-08,3.561,2.571
2008-12-09,3.574,2.563
2008-12-10,3.508,2.485
2008-12-11,3.393,2.413
2008-12-12,3.51,2.563
2008-12-15,3.384,2.443
2008-12-16,3.408,2.632
2008-12-17,3.184,2.659
2008-12-18,3.194,2.604
2008-12-19,3.214,2.578
2008-12-22,3.062,2.492
2008-12-23,3.085,2.554
2008-12-24,3.037,2.572
2008-12-26,3.065,2.589
2008-12-29,3.093,2.47
2008-12-30,3.082,2.538
2008-12-31,3.048,2.564
2009-01-02,3.241,2.718
2009-01-05,3.378,2.703
2009-01-06,3.322,2.868
2009-01-07,3.25,2.81
2009-01-08,3.311,2.858
2009-01-09,3.235,2.776
2009-01-12,3.166,2.596
2009-01-13,3.133,2.573
2009-01-14,3.048,2.425
2009-01-15,2.978,2.572
2009-01-16,2.94,2.58
2009-01-20,2.793,2.422
2009-01-21,2.958,2.527
2009-01-22,3.156,2.497
2009-01-23,3.156,2.532
2009-01-26,3.201,2.482
2009-01-27,3.24,2.422
2009-01-28,3.364,2.518
2009-01-29,3.321,2.5
2009-01-30,3.219,2.941
2009-02-02,3.268,3.058
2009-02-03,3.321,3.18
2009-02-04,3.341,3.053
2009-02-05,3.445,3.159
2009-02-06,3.561,3.327
2009-02-09,3.661,3.335
2009-02-10,3.494,3.166
2009-02-11,3.458,3.218
2009-02-12,3.545,3.198
2009-02-13,3.541,3.163
2009-02-17,3.376,3.084
2009-02-18,3.37,3.118
2009-02-19,3.237,3.098
2009-02-20,3.257,3.193
2009-02-23,3.105,3.086
2009-02-24,3.223,3.28
2009-02-25,3.256,3.186
2009-02-26,3.185,3.117
2009-02-27,3.19,3.24
2009-03-02,3.141,3.1
2009-03-03,3.156,3.085
2009-03-04,3.256,3.241
2009-03-05,3.173,3.238
2009-03-06,3.046,3.085
2009-03-09,2.968,3.025
2009-03-10,3.165,3.286
2009-03-11,3.31,3.427
2009-03-12,3.441,3.479
2009-03-13,3.426,3.432
2009-03-16,3.408,3.349
2009-03-17,3.559,3.568
2009-03-18,3.626,3.563
2009-03-19,3.629,3.505
2009-03-20,3.628,3.498
2009-03-23,3.845,3.779
2009-03-24,3.804,3.641
2009-03-25,3.803,3.62
2009-03-26,3.924,3.685
2009-03-27,3.816,3.526
2009-03-30,3.732,3.572
2009-03-31,3.754,3.672
2009-04-01,3.882,3.675
2009-04-02,4.025,3.817
2009-04-03,4.143,3.909
2009-04-06,4.23,3.899
2009-04-07,4.107,3.776
2009-04-08,4.154,3.849
2009-04-09,4.27,3.988
2009-04-13,4.294,3.947
2009-04-14,4.225,3.861
2009-04-15,4.201,3.735
2009-04-16,4.338,3.863
2009-04-17,4.408,3.903
2009-04-20,4.304,3.879
2009-04-21,4.349,3.937
2009-04-22,4.34,3.96
2009-04-23,4.479,4.031
2009-04-24,4.425,4.223
2009-04-27,4.455,4.156
2009-04-28,4.425,4.12
2009-04-29,4.469,3.99
2009-04-30,4.494,4.026
2009-05-01,4.544,3.948
2009-05-04,4.717,3.988
2009-05-05,4.74,4.095
2009-05-06,4.732,4.1
2009-05-07,4.609,3.964
2009-05-08,4.614,3.898
2009-05-11,4.627,3.931
2009-05-12,4.444,3.897
2009-05-13,4.268,3.71
2009-05-14,4.391,3.756
2009-05-15,4.372,3.68
2009-05-18,4.523,3.798
2009-05-19,4.552,3.894
2009-05-20,4.495,3.899
2009-05-21,4.435,3.798
2009-05-22,4.375,3.782
2009-05-26,4.671,3.92
2009-05-27,4.752,3.855
2009-05-28,4.824,3.883
2009-05-29,4.85,3.899
2009-06-01,4.977,4.153
2009-06-02,4.982,4.247
2009-06-03,5.034,4.284
2009-06-04,5.134,4.276
2009-06-05,5.167,4.378
2009-06-08,5.138,4.318
2009-06-09,5.097,4.354
2009-06-10,5.009,4.33
2009-06-11,4.998,4.284
2009-06-12,4.892,4.204
2009-06-15,4.86,4.159
2009-06-16,4.87,4.108
2009-06-17,4.842,4.133
2009-06-18,4.853,4.08
2009-06-19,4.981,4.148
2009-06-22,4.906,3.958
2009-06-23,4.786,3.884
2009-06-24,4.865,3.964
2009-06-25,4.995,4.11
2009-06-26,5.087,4.194
2009-06-29,5.07,4.152
2009-06-30,5.087,4.183
2009-07-01,5.101,4.08
2009-07-02,5.001,3.966
2009-07-06,4.95,3.905
2009-07-07,4.836,3.782
2009-07-08,4.901,3.868
2009-07-09,4.87,3.905
2009-07-10,4.947,3.882
2009-07-13,5.084,4.074
2009-07-14,5.081,4.098
2009-07-15,5.246,4.228
2009-07-16,5.269,4.306
2009-07-17,5.42,4.292
2009-07-20,5.461,4.412
2009-07-21,5.411,4.451
2009-07-22,5.598,4.44
2009-07-23,5.636,4.694
2009-07-24,5.714,4.325
2009-07-27,5.718,4.212
2009-07-28,5.714,4.249
2009-07-29,5.715,4.217
2009-07-30,5.814,4.305
2009-07-31,5.835,4.288
2009-08-03,5.944,4.372
2009-08-04,5.913,4.29
2009-08-05,5.897,4.215
2009-08-06,5.854,4.224
2009-08-07,5.911,4.266
2009-08-10,5.883,4.222
2009-08-11,5.815,4.178
2009-08-12,5.904,4.298
2009-08-13,6.015,4.23
2009-08-14,5.956,4.179
2009-08-17,5.7,4.053
2009-08-18,5.857,4.106
2009-08-19,5.879,4.15
2009-08-20,5.94,4.205
2009-08-21,6.044,4.25
2009-08-24,6.038,4.225
2009-08-25,6.05,4.21
2009-08-26,5.979,4.2
2009-08-27,6.052,4.216
2009-08-28,6.073,4.138
2009-08-31,6.008,4.06
2009-09-01,5.904,3.958
2009-09-02,5.899,3.907
2009-09-03,5.948,3.923
2009-09-04,6.083,3.944
2009-09-08,6.176,4.045
2009-09-09,6.112,4.112
2009-09-10,6.163,4.193
2009-09-11,6.149,4.227
2009-09-14,6.204,4.193
2009-09-15,6.256,4.178
2009-09-16,6.495,4.535
2009-09-17,6.591,4.522
2009-09-18,6.608,4.514
2009-09-21,6.572,4.528
2009-09-22,6.589,4.688
2009-09-23,6.625,4.619
2009-09-24,6.565,4.606
2009-09-25,6.513,4.526
2009-09-28,6.648,4.611
2009-09-29,6.621,4.586
2009-09-30,6.62,4.668
2009-10-01,6.459,4.552
2009-10-02,6.604,4.493
2009-10-05,6.644,4.434
2009-10-06,6.786,4.546
2009-10-07,6.795,4.699
2009-10-08,6.76,4.761
2009-10-09,6.803,4.786
2009-10-12,6.815,4.68
2009-10-13,6.786,4.742
2009-10-14,6.832,4.873
2009-10-15,6.806,4.801
2009-10-16,6.716,4.766
2009-10-19,6.781,4.734
2009-10-20,7.099,4.749
2009-10-21,7.319,4.671
2009-10-22,7.329,4.673
2009-10-23,7.284,5.925
2009-10-26,7.231,6.232
2009-10-27,7.049,6.103
2009-10-28,6.871,6.082
2009-10-29,7.013,6.129
2009-10-30,6.732,5.941
2009-11-02,6.761,5.942
2009-11-03,6.741,5.919
2009-11-04,6.815,5.855
2009-11-05,6.93,6.031
2009-11-06,6.941,6.31
2009-11-09,7.195,6.334
2009-11-10,7.249,6.508
2009-11-11,7.259,6.496
2009-11-12,7.214,6.527
2009-11-13,7.302,6.649
2009-11-16,7.38,6.58
2009-11-17,7.393,6.563
2009-11-18,7.356,6.565
2009-11-19,7.161,6.45
2009-11-20,7.14,6.483
2009-11-23,7.353,6.65
2009-11-24,7.301,6.647
2009-11-25,7.292,6.702
2009-11-27,7.164,6.587
2009-11-30,7.14,6.796
2009-12-01,7.035,6.925
2009-12-02,7.008,7.113
2009-12-03,7.017,7.059
2009-12-04,6.904,6.879
2009-12-07,6.748,6.711
2009-12-08,6.781,6.706
2009-12-09,7.064,6.566
2009-12-10,7.015,6.769
2009-12-11,6.953,6.708
2009-12-14,7.035,6.569
2009-12-15,6.935,6.512
2009-12-16,6.965,6.418
2009-12-17,6.852,6.345
2009-12-18,6.98,6.424
2009-12-21,7.08,6.64
2009-12-22,7.156,6.688
2009-12-23,7.218,6.947
2009-12-24,7.466,6.924
2009-12-28,7.558,6.966
2009-12-29,7.468,6.97
2009-12-30,7.559,6.825
2009-12-31,7.526,6.726
2010-01-04,7.643,6.695
2010-01-05,7.656,6.735
2010-01-06,7.535,6.613
2010-01-07,7.521,6.5
2010-01-08,7.571,6.676
2010-01-11,7.504,6.515
2010-01-12,7.419,6.368
2010-01-13,7.523,6.456
2010-01-14,7.48,6.368
2010-01-15,7.355,6.357
2010-01-19,7.68,6.381
2010-01-20,7.562,6.289
2010-01-21,7.431,6.331
2010-01-22,7.063,6.072
2010-01-25,7.253,6.016
2010-01-26,7.355,5.974
2010-01-27,7.424,6.138
2010-01-28,7.118,6.302
2010-01-29,6.859,6.271
2010-02-01,6.955,5.944
2010-02-02,6.995,5.906
2010-02-03,7.115,5.955
2010-02-04,6.859,5.797
2010-02-05,6.981,5.87
2010-02-08,6.933,5.842
2010-02-09,7.007,5.902
2010-02-10,6.968,5.868
2010-02-11,7.095,6.005
2010-02-12,7.156,5.983
2010-02-16,7.264,5.877
2010-02-17,7.234,5.816
2010-02-18,7.247,5.904
2010-02-19,7.203,5.876
2010-02-22,7.158,5.901
2010-02-23,7.038,5.862
2010-02-24,7.166,5.986
2010-02-25,7.214,5.91
2010-02-26,7.308,5.92
2010-03-01,7.464,6.227
2010-03-02,7.459,6.277
2010-03-03,7.476,6.295
2010-03-04,7.525,6.427
2010-03-05,7.82,6.446
2010-03-08,7.824,6.506
2010-03-09,7.965,6.441
2010-03-10,8.03,6.525
2010-03-11,8.054,6.679
2010-03-12,8.093,6.591
2010-03-15,7.994,6.557
2010-03-16,8.016,6.589
2010-03-17,8.004,6.567
2010-03-18,8.023,6.638
2010-03-19,7.937,6.518
2010-03-22,8.027,6.524
2010-03-23,8.156,6.463
2010-03-24,8.192,6.402
2010-03-25,8.095,6.736
2010-03-26,8.246,6.753
2010-03-29,8.3,6.756
2010-03-30,8.423,6.829
2010-03-31,8.393,6.789
2010-04-01,8.428,6.591
2010-04-05,8.518,6.575
2010-04-06,8.555,6.778
2010-04-07,8.593,6.744
2010-04-08,8.57,7.048
2010-04-09,8.635,7.003
2010-04-12,8.653,7.06
2010-04-13,8.658,7.008
2010-04-14,8.775,7.214
2010-04-15,8.89,7.291
2010-04-16,8.836,7.109
2010-04-19,8.824,7.122
2010-04-20,8.735,7.21
2010-04-21,9.258,7.322
2010-04-22,9.517,7.505
2010-04-23,9.673,7.182
2010-04-26,9.625,7.356
2010-04-27,9.359,7.101
2010-04-28,9.343,6.967
2010-04-29,9.594,7.086
2010-04-30,9.325,6.855
2010-05-03,9.513,6.875
2010-05-04,9.239,6.492
2010-05-05,9.142,6.547
2010-05-06,8.795,6.436
2010-05-07,8.424,6.249
2010-05-10,9.071,6.565
2010-05-11,9.161,6.523
2010-05-12,9.36,6.694
2010-05-13,9.227,6.574
2010-05-14,9.065,6.427
2010-05-17,9.079,6.446
2010-05-18,9.013,6.314
2010-05-19,8.869,6.23
2010-05-20,8.491,5.986
2010-05-21,8.654,6.136
2010-05-24,8.813,6.106
2010-05-25,8.758,6.243
2010-05-26,8.718,6.161
2010-05-27,9.048,6.335
2010-05-28,9.174,6.273
2010-06-01,9.315,6.162
2010-06-02,9.427,6.316
2010-06-03,9.397,6.438
2010-06-04,9.142,6.139
2010-06-07,8.962,6.101
2010-06-08,8.905,5.942
2010-06-09,8.686,5.896
2010-06-10,8.947,6.161
2010-06-11,9.054,6.152
2010-06-14,9.081,6.192
2010-06-15,9.275,6.342
2010-06-16,9.545,6.345
2010-06-17,9.71,6.295
2010-06-18,9.788,6.292
2010-06-21,9.649,6.127
2010-06-22,9.78,6.115
2010-06-23,9.678,6.073
2010-06-24,9.607,5.917
2010-06-25,9.525,6.05
2010-06-28,9.582,5.89
2010-06-29,9.149,5.431
2010-06-30,8.983,5.463
2010-07-01,8.874,5.548
2010-07-02,8.819,5.457
2010-07-06,8.88,5.503
2010-07-07,9.238,5.672
2010-07-08,9.218,5.811
2010-07-09,9.272,5.863
2010-07-12,9.189,5.976
2010-07-13,8.993,6.183
2010-07-14,9.026,6.165
2010-07-15,8.98,6.103
2010-07-16,8.925,5.925
2010-07-19,8.771,5.997
2010-07-20,8.996,6.005
2010-07-21,9.08,5.872
2010-07-22,9.251,6.004
2010-07-23,9.284,5.944
2010-07-26,9.26,5.92
2010-07-27,9.431,5.857
2010-07-28,9.32,5.857
2010-07-29,9.218,5.843
2010-07-30,9.188,5.895
2010-08-02,9.352,6.004
2010-08-03,9.355,6.121
2010-08-04,9.392,6.379
2010-08-05,9.346,6.392
2010-08-06,9.289,6.416
2010-08-09,9.348,6.442
2010-08-10,9.265,6.5
2010-08-11,8.935,6.295
2010-08-12,8.993,6.328
2010-08-13,8.896,6.235
2010-08-16,8.844,6.304
2010-08-17,8.999,6.443
2010-08-18,9.038,6.483
2010-08-19,8.924,6.379
2010-08-20,8.916,6.388
2010-08-23,8.779,6.33
2010-08-24,8.569,6.227
2010-08-25,8.675,6.342
2010-08-26,8.581,6.243
2010-08-27,8.629,6.332
2010-08-30,8.661,6.19
2010-08-31,8.682,6.242
2010-09-01,8.94,6.625
2010-09-02,9.006,6.761
2010-09-03,9.242,6.94
2010-09-07,9.208,6.861
2010-09-08,9.39,6.957
2010-09-09,9.395,7.019
2010-09-10,9.408,7.122
2010-09-13,9.537,7.254
2010-09-14,9.574,7.288
2010-09-15,9.651,7.272
2010-09-16,9.878,7.406
2010-09-17,9.835,7.416
2010-09-20,10.115,7.565
2010-09-21,10.135,7.536
2010-09-22,10.277,7.592
2010-09-23,10.319,7.643
2010-09-24,10.44,8.037
2010-09-27,10.399,7.969
2010-09-28,10.245,7.985
2010-09-29,10.263,7.95
2010-09-30,10.134,7.853
2010-10-01,10.09,7.686
2010-10-04,9.951,7.769
2010-10-05,10.319,8.044
2010-10-06,10.328,7.77
2010-10-07,10.329,7.814
2010-10-08,10.503,7.778
2010-10-11,10.549,7.652
2010-10-12,10.662,7.824
2010-10-13,10.719,7.759
2010-10-14,10.797,7.777
2010-10-15,11.241,8.232
2010-10-18,11.357,8.178
2010-10-19,11.053,7.934
2010-10-20,11.09,7.934
2010-10-21,11.054,8.249
2010-10-22,10.981,8.457
2010-10-25,11.03,8.45
2010-10-26,11.002,8.497
2010-10-27,10.994,8.375
2010-10-28,10.901,8.342
2010-10-29,10.749,8.262
2010-11-01,10.864,8.129
2010-11-02,11.049,8.231
2010-11-03,11.171,8.424
2010-11-04,11.367,8.447
2010-11-05,11.326,8.539
2010-11-08,11.379,8.6
2010-11-09,11.289,8.514
2010-11-10,11.358,8.667
2010-11-11,11.309,8.519
2010-11-12,11.001,8.284
2010-11-15,10.966,7.945
2010-11-16,10.771,7.889
2010-11-17,10.732,7.917
2010-11-18,11.015,8.208
2010-11-19,10.955,8.241
2010-11-22,11.191,8.519
2010-11-23,11.026,8.41
2010-11-24,11.243,8.863
2010-11-26,11.277,8.875
2010-11-29,11.317,8.975
2010-11-30,11.112,8.77
2010-12-01,11.3,8.828
2010-12-02,11.362,8.827
2010-12-03,11.337,8.784
2010-12-06,11.434,8.903
2010-12-07,11.365,8.839
2010-12-08,11.465,8.814
2010-12-09,11.42,8.743
2010-12-10,11.449,8.781
2010-12-13,11.488,8.713
2010-12-14,11.439,8.697
2010-12-15,11.441,8.779
2010-12-16,11.473,8.902
2010-12-17,11.45,8.879
2010-12-20,11.507,9.165
2010-12-21,11.579,9.238
2010-12-22,11.613,9.238
2010-12-23,11.557,9.13
2010-12-27,11.596,9.107
2010-12-28,11.624,9.055
2010-12-29,11.618,9.169
2010-12-30,11.559,9.138
2010-12-31,11.52,9.0
2011-01-03,11.77,9.211
2011-01-04,11.832,9.25
2011-01-05,11.929,9.371
2011-01-06,11.919,9.293
2011-01-07,12.004,9.275
2011-01-10,12.231,9.234
2011-01-11,12.201,9.217
2011-01-12,12.301,9.204
2011-01-13,12.346,9.277
2011-01-14,12.446,9.438
2011-01-18,12.166,9.563
2011-01-19,12.101,9.344
2011-01-20,11.881,9.098
2011-01-21,11.669,8.871
2011-01-24,12.052,8.843
2011-01-25,12.193,8.835
2011-01-26,12.28,8.769
2011-01-27,12.257,9.223
2011-01-28,12.004,8.557
2011-01-31,12.119,8.482
2011-02-01,12.323,8.606
2011-02-02,12.297,8.677
2011-02-03,12.266,8.686
2011-02-04,12.375,8.797
2011-02-07,12.567,8.822
2011-02-08,12.686,9.153
2011-02-09,12.791,9.265
2011-02-10,12.662,9.311
2011-02-11,12.745,9.463
2011-02-14,12.828,9.521
2011-02-15,12.854,9.452
2011-02-16,12.969,9.331
2011-02-17,12.796,9.388
2011-02-18,12.52,9.325
2011-02-22,12.093,9.021
2011-02-23,12.236,8.834
2011-02-24,12.246,8.888
2011-02-25,12.434,8.862
2011-02-28,12.615,8.665
2011-03-01,12.475,8.472
2011-03-02,12.576,8.601
2011-03-03,12.841,8.64
2011-03-04,12.857,8.583
2011-03-07,12.691,8.454
2011-03-08,12.706,8.345
2011-03-09,12.588,8.453
2011-03-10,12.381,8.307
2011-03-11,12.571,8.404
2011-03-14,12.627,8.337
2011-03-15,12.337,8.254
2011-03-16,11.786,8.235
2011-03-17,11.951,8.049
2011-03-18,11.81,8.091
2011-03-21,12.118,8.226
2011-03-22,12.186,8.13
2011-03-23,12.114,8.266
2011-03-24,12.32,8.555
2011-03-25,12.555,8.549
2011-03-28,12.516,8.468
2011-03-29,12.534,8.731
2011-03-30,12.451,8.971
2011-03-31,12.447,9.006
2011-04-01,12.306,9.006
2011-04-04,12.185,9.147
2011-04-05,12.103,9.265
2011-04-06,12.073,9.138
2011-04-07,12.074,9.246
2011-04-08,11.966,9.236
2011-04-11,11.814,9.202
2011-04-12,11.871,9.024
2011-04-13,12.005,9.115
2011-04-14,11.872,9.091
2011-04-15,11.695,9.0
2011-04-18,11.852,8.917
2011-04-19,12.066,8.941
2011-04-20,12.229,9.194
2011-04-21,12.525,9.295
2011-04-25,12.607,9.271
2011-04-26,12.515,9.115
2011-04-27,12.505,9.832
2011-04-28,12.384,9.753
2011-04-29,12.505,9.791
2011-05-02,12.367,10.06
2011-05-03,12.436,9.923
2011-05-04,12.485,9.999
2011-05-05,12.384,9.856
2011-05-06,12.381,9.88
2011-05-09,12.414,10.04
2011-05-10,12.48,10.197
2011-05-11,12.401,10.219
2011-05-12,12.378,10.304
2011-05-13,12.161,10.128
2011-05-16,11.904,9.625
2011-05-17,12.005,9.741
2011-05-18,12.138,9.855
2011-05-19,12.162,9.94
2011-05-20,11.972,9.933
2011-05-23,11.943,9.811
2011-05-24,11.864,9.664
2011-05-25,12.028,9.613
2011-05-26,11.964,9.75
2011-05-27,12.05,9.707
2011-05-31,12.423,9.835
2011-06-01,12.34,9.62
2011-06-02,12.361,9.683
2011-06-03,12.266,9.416
2011-06-06,12.073,9.285
2011-06-07,11.859,9.378
2011-06-08,11.866,9.403
2011-06-09,11.839,9.484
2011-06-10,11.639,9.327
2011-06-13,11.664,9.314
2011-06-14,11.873,9.498
2011-06-15,11.67,9.299
2011-06-16,11.613,9.183
2011-06-17,11.438,9.319
2011-06-20,11.261,9.386
2011-06-21,11.618,9.712
2011-06-22,11.522,9.582
2011-06-23,11.83,9.708
2011-06-24,11.655,9.628
2011-06-27,11.859,10.063
2011-06-28,11.974,10.118
2011-06-29,11.93,10.209
2011-06-30,11.988,10.225
2011-07-01,12.259,10.475
2011-07-05,12.48,10.66
2011-07-06,12.563,10.71
2011-07-07,12.757,10.837
2011-07-08,12.847,10.914
2011-07-11,12.643,10.628
2011-07-12,12.634,10.561
2011-07-13,12.786,10.675
2011-07-14,12.778,10.519
2011-07-15,13.033,10.644
2011-07-18,13.35,10.577
2011-07-19,13.459,10.903
2011-07-20,13.818,10.778
2011-07-21,13.832,10.661
2011-07-22,14.046,10.826
2011-07-25,14.232,10.675
2011-07-26,14.408,10.709
2011-07-27,14.021,11.126
2011-07-28,13.994,11.195
2011-07-29,13.946,11.126
2011-08-01,14.17,11.066
2011-08-02,13.89,10.585
2011-08-03,14.02,10.498
2011-08-04,13.478,10.074
2011-08-05,13.344,10.135
2011-08-08,12.615,9.685
2011-08-09,13.358,10.255
2011-08-10,12.989,9.707
2011-08-11,13.346,9.918
2011-08-12,13.464,10.115
2011-08-15,13.693,10.147
2011-08-16,13.589,9.884
2011-08-17,13.587,9.797
2011-08-18,13.073,9.126
2011-08-19,12.715,8.947
2011-08-22,12.73,8.877
2011-08-23,13.343,9.678
2011-08-24,13.435,9.686
2011-08-25,13.347,9.602
2011-08-26,13.699,9.964
2011-08-29,13.928,10.327
2011-08-30,13.928,10.546
2011-08-31,13.744,10.762
2011-09-01,13.608,10.627
2011-09-02,13.359,10.5
2011-09-06,13.562,10.809
2011-09-07,13.712,10.995
2011-09-08,13.719,10.863
2011-09-09,13.481,10.57
2011-09-12,13.569,10.828
2011-09-13,13.736,10.977
2011-09-14,13.904,11.128
2011-09-15,14.034,11.339
2011-09-16,14.304,11.965
2011-09-19,14.701,12.085
2011-09-20,14.766,11.663
2011-09-21,14.719,11.594
2011-09-22,14.351,11.162
2011-09-23,14.439,11.181
2011-09-26,14.399,11.493
2011-09-27,14.259,11.211
2011-09-28,14.179,11.486
2011-09-29,13.949,11.122
2011-09-30,13.619,10.811
2011-10-03,13.379,10.599
2011-10-04,13.304,10.625
2011-10-05,13.509,10.975
2011-10-06,13.478,11.076
2011-10-07,13.207,11.237
2011-10-10,13.886,11.566
2011-10-11,14.296,11.774
2011-10-12,14.364,11.841
2011-10-13,14.587,11.808
2011-10-14,15.071,12.336
2011-10-17,15.0,12.117
2011-10-18,15.08,12.194
2011-10-19,14.236,11.577
2011-10-20,14.118,11.681
2011-10-21,14.031,11.739
2011-10-24,14.492,11.881
2011-10-25,14.206,11.358
2011-10-26,14.307,9.92
2011-10-27,14.453,10.339
2011-10-28,14.463,10.866
2011-10-31,14.456,10.676
2011-11-01,14.161,10.605
2011-11-02,14.193,10.781
2011-11-03,14.395,10.915
2011-11-04,14.294,10.824
2011-11-07,14.276,10.85
2011-11-08,14.508,10.9
2011-11-09,14.117,10.561
2011-11-10,13.758,10.54
2011-11-11,13.736,10.869
2011-11-14,13.545,10.947
2011-11-15,13.887,10.892
2011-11-16,13.742,10.6
2011-11-17,13.479,10.226
2011-11-18,13.391,9.857
2011-11-21,13.179,9.463
2011-11-22,13.447,9.617
2011-11-23,13.107,9.45
2011-11-25,12.985,9.12
2011-11-28,13.433,9.708
2011-11-29,13.329,9.42
2011-11-30,13.65,9.615
2011-12-01,13.855,9.857
2011-12-02,13.918,9.802
2011-12-05,14.036,9.812
2011-12-06,13.963,9.6
2011-12-07,13.896,9.766
2011-12-08,13.952,9.524
2011-12-09,14.058,9.652
2011-12-12,13.994,9.476
2011-12-13,13.886,9.026
2011-12-14,13.578,9.011
2011-12-15,13.534,9.063
2011-12-16,13.608,9.063
2011-12-19,13.65,8.967
2011-12-20,14.141,9.126
2011-12-21,14.159,8.718
2011-12-22,14.234,8.952
2011-12-23,14.405,8.864
2011-12-27,14.519,8.814
2011-12-28,14.38,8.695
2011-12-29,14.469,8.693
2011-12-30,14.464,8.655
2012-01-03,14.687,8.952
2012-01-04,14.766,8.875
2012-01-05,14.93,8.881
2012-01-06,15.086,9.131
2012-01-09,15.062,8.928
2012-01-10,15.116,8.967
2012-01-11,15.091,8.945
2012-01-12,15.05,8.797
2012-01-13,14.993,8.921
2012-01-17,15.168,9.083
2012-01-18,15.325,9.472
2012-01-19,15.277,9.723
2012-01-20,15.011,9.547
2012-01-23,15.265,9.305
2012-01-24,15.015,9.35
2012-01-25,15.952,9.39
2012-01-26,15.88,9.666
2012-01-27,15.974,9.769
2012-01-30,16.179,9.608
2012-01-31,16.303,9.722
2012-02-01,16.293,8.973
2012-02-02,16.254,9.086
2012-02-03,16.417,9.384
2012-02-06,16.57,9.157
2012-02-07,16.744,9.21
2012-02-08,17.024,9.274
2012-02-09,17.613,9.249
2012-02-10,17.622,9.277
2012-02-13,17.95,9.58
2012-02-14,18.195,9.565
2012-02-15,17.774,9.224
2012-02-16,17.936,8.997
2012-02-17,17.933,9.125
2012-02-21,18.388,9.113
2012-02-22,18.323,9.029
2012-02-23,18.443,8.945
2012-02-24,18.658,8.957
2012-02-27,18.777,8.927
2012-02-28,19.122,9.19
2012-02-29,19.373,8.985
